id,latitude,longitude,stop name,bus route number,bus route name
11052607136,30.6176862,-96.3412209,Ross and Ireland,01,Bonfire
11052607137,30.6178057,-96.3433452,Asbury Water Tower,04,Gig Em
11052607137,30.6178057,-96.3433452,Asbury Water Tower,01/04,Nights & Weekends
11052607137,30.6178057,-96.3433452,Asbury Water Tower,01,Bonfire
11052607138,30.6285754,-96.3420302,Becky Gates Children's Center,04,Gig Em
11052607138,30.6285754,-96.3420302,Becky Gates Children's Center,01/04,Nights & Weekends
11052607139,30.62671,-96.3431417,The Gardens,04,Gig Em
11052607139,30.62671,-96.3431417,The Gardens,01/04,Nights & Weekends
11052706189,30.6118848,-96.3487599,Wehner,03,Yell Practice
11052706190,30.6218093,-96.3575314,GSC,06,12th Man
11052706191,30.6142122,-96.3417439,MSC,03/05,Nights & Weekends
11052706192,30.6140639,-96.3416031,MSC,06,12th Man
11052706192,30.6140639,-96.3416031,MSC,08,Howdy
11052706193,30.6121693,-96.3495438,Wehner,06,12th Man
11052706193,30.6121693,-96.3495438,Wehner,03/05,Nights & Weekends
11052706193,30.6121693,-96.3495438,Wehner,03,Yell Practice
11053998554,30.6098753,-96.3469913,Kleberg,05,Bush School
11053998554,30.6098753,-96.3469913,Kleberg,08,Howdy
11053998554,30.6098753,-96.3469913,Kleberg,01/04,Nights & Weekends
11053998554,30.6098753,-96.3469913,Kleberg,01,Bonfire
11054013702,30.6119269,-96.3479073,HEEP,01/04,Nights & Weekends
11054013702,30.6119269,-96.3479073,HEEP,01,Bonfire
11054021345,30.6097127,-96.3466686,Kleberg,05,Bush School
11054021345,30.6097127,-96.3466686,Kleberg,08,Howdy
11054021345,30.6097127,-96.3466686,Kleberg,03/05,Nights & Weekends
11054021345,30.6097127,-96.3466686,Kleberg,01/04,Nights & Weekends
11054021345,30.6097127,-96.3466686,Kleberg,01,Bonfire
11054028644,30.5992665,-96.3527775,Bush School,05,Bush School
11054028916,30.605429,-96.3504614,Ag Building,05,Bush School
11054032207,30.6021322,-96.3531888,GGB,05,Bush School
11054066176,30.6071024,-96.3480215,Reed Arena,05,Bush School
11054066176,30.6071024,-96.3480215,Reed Arena,08,Howdy
11054066177,30.6054906,-96.3473802,Reed Arena,05,Bush School
11054066177,30.6054906,-96.3473802,Reed Arena,03/05,Nights & Weekends
11054066177,30.6054906,-96.3473802,Reed Arena,01/04,Nights & Weekends
11054066177,30.6054906,-96.3473802,Reed Arena,01,Bonfire
11054066178,30.6056578,-96.349787,Ag Building,05,Bush School
11054066178,30.6056578,-96.349787,Ag Building,03/05,Nights & Weekends
11054066179,30.6022318,-96.3529943,GGB,05,Bush School
11054066179,30.6022318,-96.3529943,GGB,03/05,Nights & Weekends
11054066180,30.598148,-96.3554977,Lot 41/43,05,Bush School
11054066180,30.598148,-96.3554977,Lot 41/43,03/05,Nights & Weekends
11054066181,30.6012044,-96.3583475,GERB,05,Bush School
11054066181,30.6012044,-96.3583475,GERB,03/05,Nights & Weekends
11054066182,30.6044335,-96.3586082,Lot 108/UPD,05,Bush School
11054066183,30.6012473,-96.3575215,GERB,05,Bush School
11054066184,30.599048,-96.3525914,Bush School,05,Bush School
11054066184,30.599048,-96.3525914,Bush School,03/05,Nights & Weekends
11054228268,30.61256,-96.3437824,ILCB,05,Bush School
11054228268,30.61256,-96.3437824,ILCB,03/05,Nights & Weekends
11054228268,30.61256,-96.3437824,ILCB,01/04,Nights & Weekends
11054228268,30.61256,-96.3437824,ILCB,01,Bonfire
11054228269,30.6143495,-96.3418767,MSC,05,Bush School
11054431403,30.6408705,-96.4862818,RIC,47/48,Nights & Weekends
11054431403,30.6408705,-96.4862818,RIC,48,RELLIS Circulator
11062930445,30.6072295,-96.3448258,Rec Center,08,Howdy
11062930446,30.6049893,-96.3427967,Olsen Field @ Blue Bell Park,08,Howdy
11062930447,30.6049212,-96.349014,PEAP,08,Howdy
11062930448,30.5994578,-96.3419652,Park West,08,Howdy
11062930449,30.6129663,-96.3421637,MSC,03,Yell Practice
11062930450,30.6113325,-96.3579572,VTED,03,Yell Practice
11062930451,30.6085944,-96.3607105,NCTM,03,Yell Practice
11062930452,30.6081653,-96.358265,Lot 101,03,Yell Practice
11062930453,30.6067963,-96.3569909,Houston Building,03,Yell Practice
11062930454,30.6067415,-96.3566127,White Creek,03,Yell Practice
11062930455,30.6075714,-96.3543979,White Creek,03,Yell Practice
11062930456,30.6075276,-96.3549746,White Creek,03/05,Nights & Weekends
11062930456,30.6075276,-96.3549746,White Creek,03,Yell Practice
11062930457,30.609716,-96.3528419,School of Public Health,03,Yell Practice
11062930458,30.6099457,-96.3533606,School of Public Health,03/05,Nights & Weekends
11062930458,30.6099457,-96.3533606,School of Public Health,03,Yell Practice
11062930459,30.6056357,-96.3452231,Lot 100g,01/04,Nights & Weekends
11062930459,30.6056357,-96.3452231,Lot 100g,01,Bonfire
11062930460,30.6069787,-96.3449733,Rec Center,01/04,Nights & Weekends
11062930460,30.6069787,-96.3449733,Rec Center,01,Bonfire
11062930461,30.6154708,-96.3341358,Southside Rec Center,01/04,Nights & Weekends
11062930461,30.6154708,-96.3341358,Southside Rec Center,01,Bonfire
11062930461,30.6154708,-96.3341358,Southside Rec Center,12,Reveille
11062930462,30.6113983,-96.3355259,Lewis Street,01/04,Nights & Weekends
11062930462,30.6113983,-96.3355259,Lewis Street,01,Bonfire
11062930462,30.6113983,-96.3355259,Lewis Street,12,Reveille
11062930463,30.6151869,-96.3373116,Commons,01/04,Nights & Weekends
11062930463,30.6151869,-96.3373116,Commons,01,Bonfire
11065893552,30.6109629,-96.3420417,Hotel/Joe Routt,07,Airport
11065893554,30.5914245,-96.3560512,Turbo Lab,07,Airport
11065893555,30.5904861,-96.3582661,Wind Tunnel,07,Airport
11076658011,30.6141823,-96.3385858,Trigon,12,Reveille
11076658012,30.6273369,-96.3276238,University Square,12,Reveille
11076658013,30.6273816,-96.3277746,University Square,12,Reveille
11076658014,30.632016,-96.3224642,Ashburn,12,Reveille
11076658015,30.6318395,-96.3228813,Ashburn,12,Reveille
11076658016,30.6377332,-96.320067,April Bloom,12,Reveille
11076658017,30.6376132,-96.3197069,April Bloom,12,Reveille
11076658018,30.6377972,-96.3269629,Laurel Ridge,12,Reveille
11076658019,30.6396082,-96.3265301,Auntumn Circle,12,Reveille
11076658020,30.6412606,-96.3293793,Element @ University Park,12,Reveille
11076658021,30.6466426,-96.333702,Willow Oaks,12,Reveille
11076658022,30.6466103,-96.3334525,Willow Oaks,12,Reveille
11076658023,30.6563074,-96.3436349,Broadmoor,12,Reveille
11076658024,30.6560484,-96.3434035,Broadmoor,12,Reveille
11076658025,30.6631778,-96.3518304,Blinn College,12,Reveille
1,30.614537,-96.338914,Trigon,31,Elephant Walk
2,30.591873,-96.329243,Southwest Parkway @ Wellborn,31,Elephant Walk
3,30.593711,-96.326057,Southwest Parkway,31,Elephant Walk
4,30.595578,-96.322777,Southwest Parkway @ Welsh,31,Elephant Walk
5,30.597514,-96.321149,Medina,31,Elephant Walk
6,30.613471,-96.339298,Trigon,22,Excel
7,30.620007,-96.317276,University Oaks @ George Bush East,22,Excel
8,30.621554,-96.315535,University Oaks @ Stallings,22,Excel
9,30.623962,-96.312776,University Oaks @ Athens,22,Excel
10,30.626459,-96.309808,University Oaks @ Rhett Butler,22,Excel
11,30.627544,-96.306511,Scarlett O'Hara,22,Excel
12,30.614016,-96.338494,Trigon,26,Rudder
13,30.61544,-96.334112,Southside Rec Center,26,Rudder
14,30.611263,-96.323489,Anderson @ Park Place,26,Rudder
15,30.609461,-96.321225,Anderson Park,26,Rudder
16,30.607063,-96.317698,Anderson @ Holik,26,Rudder
17,30.60617,-96.313443,Anderson @ Brentwood,26,Rudder
18,30.606006,-96.3104,Southwest Parkway @ Anderson,26,Rudder
19,30.609511,-96.306547,Southwest Parkway @ Cornell,26,Rudder
20,30.61228,-96.30345,Southwest Parkway @ Dartmouth,26,Rudder
21,30.615497,-96.299831,Southwest Parkway @ Central Park Lane,26,Rudder
22,30.617948,-96.301763,Wolf Pen Creek,26,Rudder
23,30.614617,-96.339052,Trigon,34,Fish Camp
24,30.587388,-96.31502,Welsh @ First Baptist Church,34,Fish Camp
25,30.584816,-96.313158,Welsh @ Navarro,34,Fish Camp
26,30.581974,-96.310337,Welsh @ Deacon - Outbound,34,Fish Camp
27,30.574126,-96.306643,Rock Prairie,34,Fish Camp
28,30.573108,-96.320814,Deacon West,34,Fish Camp
29,30.613469,-96.339282,Trigon,36,Matthew Gaines
30,30.601108,-96.338818,Marion Pugh @ George Bush,36,Matthew Gaines
31,30.597549,-96.338187,Park West 1,36,Matthew Gaines
32,30.59599,-96.339902,Park West 2,36,Matthew Gaines
33,30.594004,-96.33918,Jones-Butler @ Woodsman,36,Matthew Gaines
34,30.593977,-96.336675,John Crompton Park,36,Matthew Gaines
35,30.613175,-96.341881,MSC,35,Hullabaloo
36,30.609853,-96.346989,Kleberg,35,Hullabaloo
37,30.605018,-96.349086,Physical Education,35,Hullabaloo
38,30.598074,-96.343305,Penberthy @ Park West,35,Hullabaloo
39,30.594004,-96.33918,Jones-Butler @ Woodsman,35,Hullabaloo
40,30.591382,-96.336398,Jones Butler @ Gridiron,35,Hullabaloo
41,30.588829,-96.333726,Jones Butler @ Harvey Mitchell,35,Hullabaloo
42,30.61281,-96.342419,MSC,40,Century Tree
43,30.609853,-96.346989,Kleberg,40,Century Tree
44,30.605018,-96.349086,Physical Education,40,Century Tree
45,30.598074,-96.343305,Penberthy @ Park West,40,Century Tree
46,30.594004,-96.33918,Jones-Butler @ Woodsman,40,Century Tree
47,30.588814,-96.338067,Holleman @ Legacy,40,Century Tree
48,30.584112,-96.337502,Holleman South,40,Century Tree
49,30.581752,-96.336358,Junction Boys,40,Century Tree
50,30.581481,-96.328324,General @ Holleman,40,Century Tree
